star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,Star,Teff,logg,Vtur,SimbadName,_RA,_DE
TIC 11665403,129.09590137842,-30.03762273611,129.0949668890773,-30.03732451724493,11665403.0,5.643762781311698e+18,5.643762781311698e+18,42214.0,2MASS J08362301-3002155,7136-02007-1,,V* CS Pyx,tic_near,-182.19271113165132,0.0172194521874189,67.37258280849096,0.0214372370392084,GaiaDR3,2023A&A...674A...1G,,,,,8.84,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.06,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.719,0.029,TIC,2019AJ....158..138S,6.376,0.024,TIC,2019AJ....158..138S,6.264,0.023,TIC,2019AJ....158..138S,7.37,0.006,7.867795467376709,0.0027940880162555,gaia_dr3,2023A&A...674A...1G,8.247074127197266,0.0032646101062867,7.318971157073975,0.0039905888037866,27.24412061973968,0.0217091981321573,GaiaDR3,2023A&A...674A...1G,36.6819953918457,0.0268821716308593,bj2021,2021AJ....161..147B,0,G8IV-VFe+0.5,2006AJ....132..161G,1,5499.0,23.0,Pastel,2022A&A...663A...4S,4.426256776202625,0.0236623408092363,calculated_from_M_and_R,Calculated Value,4.43,0.04,Pastel,2022A&A...663A...4S,0.25,0.02,Pastel,2022A&A...663A...4S,-0.1326003754920816,0.0104331027098594,update_TIC,Calculated Value,0.945768875726142,0.013843590643669,calc_from_L_and_Teff,Calculated Value,0.8704807758331299,0.0400000214576721,gaia_dr3_flame,2023A&A...674A...1G,0,12.165175437927246,1.425452709197998,gaia_dr3_flame,2023A&A...674A...1G,,6.170296,18.055799,5.643762712584326e+18,6.170296,18.055799,5.643762712584326e+18,0,0,,,,,,,1,HD 73256,HD73256,5526,4.42,1.11,HD73256,129.0959,-30.03762
TIC 180664865,129.33330466781,-40.1476667139,129.33152767564485,-40.14752547947013,180664865.0,5.528591961953903e+18,5.528591961953903e+18,42291.0,2MASS J08372000-4008516,7666-00718-1,,HD  73524,tic_near,-305.44689843448305,0.0181744638830423,31.75365456789213,0.0216836743056774,GaiaDR3,2023A&A...674A...1G,7.29,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,7.15,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.55,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,,,,,,,,,5.462,0.023,TIC,2019AJ....158..138S,5.21,0.027,TIC,2019AJ....158..138S,5.103,0.026,TIC,2019AJ....158..138S,5.979,0.006,6.391805648803711,0.0027596970324658,gaia_dr3,2023A&A...674A...1G,6.68271017074585,0.0029345773986546,5.928637027740479,0.0038841261004499,36.25695946404227,0.0192184466868639,GaiaDR3,2023A&A...674A...1G,27.576271057128903,0.0136451721191406,bj2021,2021AJ....161..147B,0,G0Vp,2006AJ....132..161G,1,5991.0,14.0,Pastel,2022A&A...663A...4S,4.317627888570514,0.0221892904223963,calculated_from_M_and_R,Calculated Value,4.39,0.04,Pastel,2022A&A...663A...4S,0.14,0.02,Pastel,2022A&A...663A...4S,0.197011360884713,0.0137898292395377,update_TIC,Calculated Value,1.1645541465951788,0.0192730962275682,calc_from_L_and_Teff,Calculated Value,1.0277314186096191,0.0400009155273437,gaia_dr3_flame,2023A&A...674A...1G,0,7.477302551269531,0.9213964939117432,gaia_dr3_flame,2023A&A...674A...1G,,8.777861,15.90542,5.528591961951097e+18,8.777861,15.90542,5.528591961951097e+18,0,0,,,,,,,0,,HD73524,6017,4.43,1.14,HD73524,129.33331,-40.14766
TIC 101011575,129.68858506867,-13.25669193347,129.68829349261745,-13.256521320044769,101011575.0,5.74682467480181e+18,5.74682467480181e+18,42401.0,2MASS J08384526-1315240,5441-00431-1,WDS J08388-1315A,HD  73583,tic_near,-63.831047412374296,0.0165673494338989,38.48154001495468,0.0125360237434506,GaiaDR3,2023A&A...674A...1G,,,,,10.732,0.08,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.708,0.09,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.736,0.03,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,7.649,0.026,TIC,2019AJ....158..138S,7.092,0.051,TIC,2019AJ....158..138S,6.948,0.024,TIC,2019AJ....158..138S,8.592,0.006,9.27745246887207,0.0027666794281423,gaia_dr3,2023A&A...674A...1G,9.885737419128418,0.002901243754172,8.535643577575684,0.003821411325007,31.6568804556522,0.0151680270209908,GaiaDR3,2023A&A...674A...1G,31.562175750732425,0.0158128738403302,bj2021,2021AJ....161..147B,0,K4+Vk:,2006AJ....132..161G,1,4695.0,92.0,Pastel,2022A&A...663A...4S,4.686909284237736,0.0462874583271464,calculated_from_M_and_R,Calculated Value,4.5,0.2,Pastel,2022A&A...663A...4S,-0.21,0.06,Pastel,2022A&A...663A...4S,-0.7597971914204886,0.0193786181917346,update_TIC,Calculated Value,0.630206467668641,0.0284198796022039,calc_from_L_and_Teff,Calculated Value,0.7043805718421936,0.0400000214576721,gaia_dr3_flame,2023A&A...674A...1G,0,13.185688018798828,1.5878539085388184,gaia_dr3_flame,2023A&A...674A...1G,,6.332285,17.885944,5.746824679097819e+18,6.332285,17.885944,5.746824679097819e+18,1,1,A,14360.912923899428,0.620000000000001,,,,1,HD 73583,HD73583,4695,4.5,0.71,HD73583,129.68858,-13.25669
TIC 149743134,130.32733840886,-4.80894110098,130.3275692139166,-4.809105171589613,149743134.0,5.761566656125169e+18,5.761566656125169e+18,42634.0,2MASS J08411855-0448320,4871-00731-1,,HD  74014,tic_near,51.73134007215828,0.0297659933567047,-37.05395237310736,0.0216809473931789,GaiaDR3,2023A&A...674A...1G,,,,,8.33,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.57,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.306,0.02,TIC,2019AJ....158..138S,5.983,0.036,TIC,2019AJ....158..138S,5.92,0.027,TIC,2019AJ....158..138S,6.926,0.006,7.410840511322021,0.0027591608468042,gaia_dr3,2023A&A...674A...1G,7.771956443786621,0.0028149315680925,6.880192756652832,0.0037972237563267,28.729462219251342,0.0259384978562593,GaiaDR3,2023A&A...674A...1G,34.7718391418457,0.0291061401367187,bj2021,2021AJ....161..147B,0,K0III,1999MSS...C05....0H,1,5590.0,23.0,Pastel,2022A&A...663A...4S,4.370971417828647,0.0594530470611886,calculated_from_M_and_R,Calculated Value,4.37,0.05,Pastel,2022A&A...663A...4S,0.23,0.03,Pastel,2022A&A...663A...4S,0.0026642270268479,0.010646609983468,update_TIC,Calculated Value,1.0694516197667638,0.0157887811030954,calc_from_L_and_Teff,Calculated Value,0.98,0.131,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,0,,,,,,,0,,HD74014,5561,4.33,0.9,HD74014,130.32733,-4.80893
TIC 248381971,18.62217593872,-5.04739300029,18.62144204627101,-5.04799024544603,248381971.0,2.482820714353923e+18,2.482820714353923e+18,5806.0,2MASS J01142933-0502504,4683-00883-1,,HD   7449,tic_near,-164.54447467408127,0.0385715812444686,-134.38196424496653,0.0284420456737279,GaiaDR3,2023A&A...674A...1G,,,,,8.08,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.48,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.425,0.023,TIC,2019AJ....158..138S,6.179,0.042,TIC,2019AJ....158..138S,6.084,0.029,TIC,2019AJ....158..138S,6.96,0.006,7.365634441375732,0.0027748668824482,gaia_dr3,2023A&A...674A...1G,7.64561653137207,0.0029701229234891,6.911795616149902,0.0038188333806093,25.91321536964748,0.0286559127271175,GaiaDR3,2023A&A...674A...1G,38.53844833374024,0.0350761413574218,bj2021,2021AJ....161..147B,0,F9.5V,2006AJ....132..161G,1,6026.0,20.0,Pastel,2022A&A...663A...4S,4.437356222091521,0.0220121100337848,calculated_from_M_and_R,Calculated Value,4.47,0.05,Pastel,2022A&A...663A...4S,-0.11,0.02,Pastel,2022A&A...663A...4S,0.0986059737667278,0.0134108454968552,update_TIC,Calculated Value,1.0277734085563792,0.0172729964562642,calc_from_L_and_Teff,Calculated Value,1.0545892715454102,0.0400069952011108,gaia_dr3_flame,2023A&A...674A...1G,0,3.581869602203369,0.8543504476547241,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,1,HD 7449,HD7449,6024,4.51,1.11,HD7449,18.62217,-5.04739
TIC 45687531,131.10020596165,-57.76911313012,131.10074252525416,-57.76876673844141,45687531.0,5.302967365577746e+18,5.302967365577746e+18,42885.0,2MASS J08442404-5746087,8577-01645-1,,HD  74957,tic_near,64.4864216042149,0.0181721337139606,78.14585902084184,0.0159932319074869,GaiaDR3,2023A&A...674A...1G,,,,,8.67,,Simbad,,8.12,,Simbad,,,,,,,,,,6.961,0.023,TIC,2019AJ....158..138S,6.695,0.033,TIC,2019AJ....158..138S,6.616,0.02,TIC,2019AJ....158..138S,7.541,0.006,7.963312149047852,0.0027612516510594,gaia_dr3,2023A&A...674A...1G,8.25854206085205,0.0028156996684577,7.490806102752685,0.0037915455981647,20.57302065027355,0.0152949206531047,GaiaDR3,2023A&A...674A...1G,48.59419250488281,0.0363655090332031,bj2021,2021AJ....161..147B,0,G2V,1975MSS...C01....0H,1,5890.0,35.0,Pastel,2022A&A...663A...4S,4.410090579249751,0.0238983939210369,calculated_from_M_and_R,Calculated Value,4.45,0.09,Pastel,2022A&A...663A...4S,-0.2,0.04,Pastel,2022A&A...663A...4S,0.0622529850548812,0.0127043276429837,update_TIC,Calculated Value,1.0316884007270406,0.0194432632413072,calc_from_L_and_Teff,Calculated Value,0.9979758858680724,0.0400111675262451,gaia_dr3_flame,2023A&A...674A...1G,0,6.159605026245117,1.007610321044922,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD74957,5915,4.54,0.95,HD74957,131.10021,-57.76911
TIC 201292718,2.89914229003,-57.47255001667,2.900259840057612,-57.47284795352976,201292718.0,4.919232000676749e+18,4.919232000676749e+18,934.0,2MASS J00113577-5728213,8467-00433-1,,HD    750,tic_near,135.1899534990413,0.0149722574278712,-67.08883169238024,0.0147217279300093,GaiaDR3,2023A&A...674A...1G,,,,,9.95,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,9.08,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.475,0.018,TIC,2019AJ....158..138S,7.087,0.046,TIC,2019AJ....158..138S,6.993,0.026,TIC,2019AJ....158..138S,8.256,0.006,8.802700996398926,0.0027723640180914,gaia_dr3,2023A&A...674A...1G,9.23642635345459,0.002971189025018,8.199929237365723,0.0038502945053156,26.918860343377624,0.014401651918888,GaiaDR3,2023A&A...674A...1G,37.12885665893555,0.0216217041015625,bj2021,2021AJ....161..147B,0,K1V,2006AJ....132..161G,1,5120.0,25.0,Pastel,2022A&A...663A...4S,4.630022725574742,0.0254465482020829,calculated_from_M_and_R,Calculated Value,4.43,0.06,Pastel,2022A&A...663A...4S,-0.27,0.03,Pastel,2022A&A...663A...4S,-0.47123115726716,0.0125279024906581,update_TIC,Calculated Value,0.7387494052646743,0.0128677860082227,calc_from_L_and_Teff,Calculated Value,0.8490815162658691,0.0400018095970153,gaia_dr3_flame,2023A&A...674A...1G,0,0.4417394995689392,0.9388044103980064,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD750,5060,4.39,0.59,HD750,2.89914,-57.47255
TIC 181741837,131.91828984771,-41.73679340961,131.91816769599885,-41.737806425866864,181741837.0,5.524982093479504e+18,5.524982093479504e+18,43177.0,2MASS J08474038-4144119,7683-01503-1,WDS J08477-4144A,HD  75289,tic_near,-20.376297920695407,0.0172440093010664,-227.98714878313933,0.0194638669490814,GaiaDR3,2023A&A...674A...1G,7.04,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.94,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.36,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,,,,,,,,,5.346,0.019,TIC,2019AJ....158..138S,5.187,0.031,TIC,2019AJ....158..138S,5.012,0.02,TIC,2019AJ....158..138S,5.828,0.006,6.220832347869873,0.0027652212045166,gaia_dr3,2023A&A...674A...1G,6.4979424476623535,0.0029327631491337,5.77869176864624,0.0038166726793991,34.45449069799191,0.0164865460246801,GaiaDR3,2023A&A...674A...1G,29.014413833618164,0.0119524002075195,bj2021,2021AJ....161..147B,0,F9VFe+0.3,2006AJ....132..161G,1,6163.0,27.0,Pastel,2022A&A...663A...4S,4.2868648565057015,0.0222918055835086,calculated_from_M_and_R,Calculated Value,4.32,0.07,Pastel,2022A&A...663A...4S,0.29,0.04,Pastel,2022A&A...663A...4S,0.3074404149278825,0.0137769735954735,update_TIC,Calculated Value,1.2496503548438778,0.02264433175853,calc_from_L_and_Teff,Calculated Value,1.102488994598389,0.0400740504264831,gaia_dr3_flame,2023A&A...674A...1G,0,5.683087348937988,0.7477660179138184,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,1,A,21.3,6.4,,,,1,HD 75289,HD75289,6161,4.37,1.29,HD75289,131.91829,-41.73679
TIC 62535325,132.58750356962,-5.53602685807,132.58669105825186,-5.538309391789637,62535325.0,5.760564726154352e+18,5.760564726154352e+18,43393.0,2MASS J08502101-0532090,4872-00911-1,,HD  75530,tic_near,-181.9191129245736,0.0144215459004044,-513.3588184070228,0.011987960897386,GaiaDR3,2023A&A...674A...1G,,,,,9.93,,Simbad,,9.19,,Simbad,,,,,,,,,,7.783,0.023,TIC,2019AJ....158..138S,7.467,0.049,TIC,2019AJ....158..138S,7.339,0.026,TIC,2019AJ....158..138S,8.478,0.006,8.975515365600586,0.0027572924268182,gaia_dr3,2023A&A...674A...1G,9.351558685302734,0.0027974017905295,8.422406196594238,0.0037827471603705,20.18700590181124,0.0143201276659965,GaiaDR3,2023A&A...674A...1G,49.4675178527832,0.0349922180175781,bj2021,2021AJ....161..147B,0,G8/K0V,1999MSS...C05....0H,1,5313.0,24.0,Pastel,2022A&A...663A...4S,4.566506355314368,0.060520279271821,calculated_from_M_and_R,Calculated Value,4.52,0.04,Pastel,2022A&A...663A...4S,-0.54,0.02,Pastel,2022A&A...663A...4S,-0.3085969267125565,0.0109202485287227,update_TIC,Calculated Value,0.8273219552412527,0.0128084411729031,calc_from_L_and_Teff,Calculated Value,0.92,0.125,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,0,,,,,,,0,,HD75530,5311,4.48,0.53,HD75530,132.58751,-5.53603
TIC 62569281,133.5747790872,-5.43445735783,133.57293283233423,-5.434323445721112,62569281.0,5.760701787150565e+18,5.760701787150565e+18,43726.0,2MASS J08541798-0526040,4873-01792-1,,HD  76151,tic_near,-413.6476444734453,0.0364635251462459,30.618611405101216,0.0263107065111398,GaiaDR3,2023A&A...674A...1G,6.89,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.67,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.0,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,,,,,,,,,4.871,0.037,TIC,2019AJ....158..138S,4.625,0.276,TIC,2019AJ....158..138S,4.456,0.023,TIC,2019AJ....158..138S,5.409,0.006,5.846634864807129,0.002792130751945,gaia_dr3,2023A&A...674A...1G,6.175871849060059,0.0029935942091899,5.350765705108643,0.0041068683198694,59.35951989622318,0.0408438481390476,GaiaDR3,2023A&A...674A...1G,16.836626052856445,0.0113086700439453,bj2021,2021AJ....161..147B,0,G2V,1989ApJS...71..245K,1,5780.0,9.0,Pastel,2022A&A...663A...4S,4.4277932425824185,0.0218855416613578,calculated_from_M_and_R,Calculated Value,4.49,0.02,Pastel,2022A&A...663A...4S,0.1,0.01,Pastel,2022A&A...663A...4S,-0.0129678344123867,0.0114771390419916,update_TIC,Calculated Value,0.9824558676710868,0.0133373919162183,calc_from_L_and_Teff,Calculated Value,0.942652702331543,0.0400189459323882,gaia_dr3_flame,2023A&A...674A...1G,0,8.574965476989746,1.1995069980621338,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD76151,5788,4.48,0.96,HD76151,133.57478,-5.43446
TIC 31716749,136.66179605875,-43.49197696158,136.6620943950686,-43.49118116360216,31716749.0,5.427207918907843e+18,5.427207918907843e+18,44713.0,2MASS J09063883-4329312,7689-00759-1,,HD  78429,tic_near,48.7313117826309,0.015927055850625,179.18520804277773,0.0173471290618181,GaiaDR3,2023A&A...674A...1G,,,,,7.93,,Simbad,,7.33,,Simbad,,,,,,,,,,6.113,0.024,TIC,2019AJ....158..138S,5.809,0.036,TIC,2019AJ....158..138S,5.734,0.021,TIC,2019AJ....158..138S,6.69,0.006,7.143929481506348,0.0027593143113192,gaia_dr3,2023A&A...674A...1G,7.471069812774658,0.0028264494787125,6.644850254058838,0.003813509783928,26.21881091465007,0.0151423458009958,GaiaDR3,2023A&A...674A...1G,38.12272262573242,0.0226097106933593,bj2021,2021AJ....161..147B,0,G2V,2006AJ....132..161G,1,5760.0,15.0,Pastel,2022A&A...663A...4S,4.224056558800898,0.0218763333279341,calculated_from_M_and_R,Calculated Value,4.3,0.03,Pastel,2022A&A...663A...4S,0.08,0.02,Pastel,2022A&A...663A...4S,0.1831546710224942,0.0107695321771443,update_TIC,Calculated Value,1.2398952993103236,0.016674587267982,calc_from_L_and_Teff,Calculated Value,0.9392018914222716,0.0400006771087647,gaia_dr3_flame,2023A&A...674A...1G,0,12.901768684387209,0.9026885032653807,gaia_dr3_flame,2023A&A...674A...1G,,8.330849,16.440714,5.427207918898094e+18,8.330849,16.440714,5.427207918898094e+18,0,0,,,,,,,0,,HD78429,5760,4.33,1.01,HD78429,136.66179,-43.49198
TIC 280797969,137.19568805038,-5.11608734551,137.19544586618363,-5.115761884382991,280797969.0,5.759132268661462e+18,5.759132268661462e+18,44890.0,2MASS J09084697-0506580,4887-00624-1,,HD  78538,tic_near,-54.15914438331669,0.0225303117185831,73.35279659456131,0.0172416251152753,GaiaDR3,2023A&A...674A...1G,,,,,8.82,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.18,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.993,0.027,TIC,2019AJ....158..138S,6.744,0.053,TIC,2019AJ....158..138S,6.633,0.029,TIC,2019AJ....158..138S,7.568,0.006,8.010848999023438,0.002780970452525,gaia_dr3,2023A&A...674A...1G,8.331137657165527,0.0030399227380488,7.517902851104736,0.0039765401294408,23.08579840046296,0.0224283058196306,GaiaDR3,2023A&A...674A...1G,43.257904052734375,0.0415096282958984,bj2021,2021AJ....161..147B,0,G5/6,1999MSS...C05....0H,1,5800.0,19.0,Pastel,2022A&A...663A...4S,4.486499444175349,0.0224521357030857,calculated_from_M_and_R,Calculated Value,4.52,0.04,Pastel,2022A&A...663A...4S,-0.03,0.02,Pastel,2022A&A...663A...4S,-0.0565580074063247,0.0120496124870803,update_TIC,Calculated Value,0.9279352098055648,0.0142363203497611,calc_from_L_and_Teff,Calculated Value,0.9626471400260924,0.0400532782077789,gaia_dr3_flame,2023A&A...674A...1G,0,5.766194343566895,1.134235382080078,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,0,,,,5.759132058208255e+18,36.5374,6.1868,0,,HD78538,5786,4.5,0.98,HD78538,137.19569,-5.11609
TIC 332635310,137.10515766726,-15.14478820294,137.10269958751732,-15.145678743667276,332635310.0,5.731252295913585e+18,5.731252295913585e+18,44860.0,2MASS J09082530-1508408,6027-00442-1,,HD  78558,tic_near,-533.7354325052678,0.0178095865994691,-200.55663519208025,0.0173777006566524,GaiaDR3,2023A&A...674A...1G,,,,,7.91,,Simbad,,7.34,,Simbad,,,,,,,,,,6.134,0.024,TIC,2019AJ....158..138S,5.79,0.029,TIC,2019AJ....158..138S,5.716,0.021,TIC,2019AJ....158..138S,6.694,0.006,7.135419845581055,0.0027608204605648,gaia_dr3,2023A&A...674A...1G,7.446420192718506,0.0027988323167472,6.645391941070557,0.0038160773812418,27.584365596627467,0.0228431075811386,GaiaDR3,2023A&A...674A...1G,36.22135543823242,0.0262069702148437,bj2021,2021AJ....161..147B,0,G0.5V,2006AJ....132..161G,1,5737.0,15.0,Pastel,2022A&A...663A...4S,4.261785089620857,0.0224671896122978,calculated_from_M_and_R,Calculated Value,4.32,0.04,Pastel,2022A&A...663A...4S,-0.44,0.01,Pastel,2022A&A...663A...4S,0.139868349023585,0.0120085318048458,update_TIC,Calculated Value,1.189096551429599,0.0175762997423493,calc_from_L_and_Teff,Calculated Value,0.9422186613082886,0.0400007665157318,gaia_dr3_flame,2023A&A...674A...1G,0,12.27267360687256,1.1956138610839844,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD78558,5711,4.36,0.99,HD78558,137.10516,-15.14479
TIC 20066082,137.20744762322,-10.75750707496,137.2057844345944,-10.757991281399637,20066082.0,5.7424302704228e+18,5.7424302704228e+18,44896.0,2MASS J09084981-1045268,5449-00875-1,,HD  78612,tic_near,-368.06147754654353,0.0204232148826122,-108.56371671084466,0.0150718418881297,GaiaDR3,2023A&A...674A...1G,,,,,7.76,,Simbad,,7.15,,Simbad,,,,,,,,,,5.998,0.026,TIC,2019AJ....158..138S,5.716,0.046,TIC,2019AJ....158..138S,5.594,0.02,TIC,2019AJ....158..138S,6.576,0.006,7.010767936706543,0.0027586944010021,gaia_dr3,2023A&A...674A...1G,7.313441276550293,0.0028039491735881,6.5274577140808105,0.0038010330823402,24.45021117804777,0.0209814980626106,GaiaDR3,2023A&A...674A...1G,40.85542678833008,0.0338592529296875,bj2021,2021AJ....161..147B,0,G3V,1999MSS...C05....0H,1,5820.0,20.0,Pastel,2022A&A...663A...4S,4.156500993126843,0.0220272781386791,calculated_from_M_and_R,Calculated Value,4.21,0.05,Pastel,2022A&A...663A...4S,-0.23,0.03,Pastel,2022A&A...663A...4S,0.2955587052843094,0.0121336556184166,update_TIC,Calculated Value,1.3822481844804877,0.0215196057243719,calc_from_L_and_Teff,Calculated Value,0.999091863632202,0.0400007069110869,gaia_dr3_flame,2023A&A...674A...1G,0,10.54164981842041,1.0027456283569336,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD78612,5834,4.27,1.14,HD78612,137.20744,-10.75751
TIC 126738447,136.98573396459,-50.48244712687,136.98528312996288,-50.48303905080745,126738447.0,5.324296207519646e+18,5.324296207519646e+18,44811.0,2MASS J09075658-5028567,8173-01047-1,,HD  78747,tic_near,-64.53900723176386,0.0192797388881444,-133.0575404207421,0.0190645009279251,GaiaDR3,2023A&A...674A...1G,,,,,8.25,,Simbad,,7.74,,Simbad,,,,,,,,,,6.542,0.024,TIC,2019AJ....158..138S,6.214,0.036,TIC,2019AJ....158..138S,6.179,0.024,TIC,2019AJ....158..138S,7.133,0.006,7.558607578277588,0.0027612815264925,gaia_dr3,2023A&A...674A...1G,7.85718297958374,0.0028632763296492,7.0849609375,0.0038130125835302,24.2739288686873,0.0185413006693124,GaiaDR3,2023A&A...674A...1G,41.183719635009766,0.0336475372314453,bj2021,2021AJ....161..147B,0,G5VFe-1.6CH-1,2006AJ....132..161G,1,5767.0,21.0,Pastel,2022A&A...663A...4S,4.341022973805334,0.0220327528308051,calculated_from_M_and_R,Calculated Value,4.36,0.05,Pastel,2022A&A...663A...4S,-0.71,0.02,Pastel,2022A&A...663A...4S,0.0835777995663713,0.011249109480271,update_TIC,Calculated Value,1.102913980360906,0.0163873949928397,calc_from_L_and_Teff,Calculated Value,0.9728337526321412,0.0400010049343109,gaia_dr3_flame,2023A&A...674A...1G,0,8.899816513061523,1.086496353149414,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD78747,5788,4.44,1.1,HD78747,136.98573,-50.48245
TIC 11568630,19.87110074285,-24.95120664963,19.870991526370467,-24.95174868996701,11568630.0,5.040068191130125e+18,5.040068191130125e+18,6197.0,2MASS J01192906-2457042,6425-02240-1,,HD   8038,tic_near,-22.081212654375165,0.0276242941617965,-121.84842646799032,0.0177645552903413,GaiaDR3,2023A&A...674A...1G,,,,,9.07,,Simbad,,8.41,,Simbad,,,,,,,,,,7.181,0.035,TIC,2019AJ....158..138S,6.879,0.027,TIC,2019AJ....158..138S,6.799,0.018,TIC,2019AJ....158..138S,7.781,0.006,8.241072654724121,0.0027609833566742,gaia_dr3,2023A&A...674A...1G,8.580187797546387,0.002807525570855,7.730123996734619,0.0037975024310177,20.33532401926295,0.0223602801561355,GaiaDR3,2023A&A...674A...1G,49.10716247558594,0.0607967376708984,bj2021,2021AJ....161..147B,0,G5V,1988MSS...C04....0H,1,5708.0,22.0,Pastel,2022A&A...663A...4S,4.41595975107909,0.0231342765720576,calculated_from_M_and_R,Calculated Value,4.45,0.05,Pastel,2022A&A...663A...4S,0.17,0.03,Pastel,2022A&A...663A...4S,-0.0347243767885016,0.0108120095558417,update_TIC,Calculated Value,0.9824773061375772,0.0143847572121127,calc_from_L_and_Teff,Calculated Value,0.9173544645309448,0.0408204793930053,gaia_dr3_flame,2023A&A...674A...1G,0,10.137240409851074,1.5187129974365243,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD8038,5694,4.45,0.88,HD8038,19.8711,-24.95121
