star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,Star,Teff,logg,Vtur,SimbadName,_RA,_DE
TIC 180030300,215.34660765678,-40.39394930358,215.3433300820813,-40.394253817296,180030300.0,6.104435819513399e+18,6.104435819513399e+18,70170.0,2MASS J14212322-4023382,7809-02461-1,,HD 125595,tic_near,-561.7342232563942,0.0288990121334791,-68.33901943011912,0.0223495718091726,GaiaDR3,2023A&A...674A...1G,,,,,10.13,,Simbad,,9.03,,Simbad,,,,,,,,,,7.097,0.021,TIC,2019AJ....158..138S,6.608,0.026,TIC,2019AJ....158..138S,6.447,0.023,TIC,2019AJ....158..138S,8.002,0.006,8.661815643310547,0.0027737038966913,gaia_dr3,2023A&A...674A...1G,9.237693786621094,0.0029798941292054,7.9445600509643555,0.0038649202359384,35.45773367467926,0.0221414752304554,GaiaDR3,2023A&A...674A...1G,28.18085289001465,0.01544189453125,bj2021,2021AJ....161..147B,0,K4Vk:,2006AJ....132..161G,1,4674.0,42.0,Pastel,2022A&A...663A...4S,4.568697582230917,0.0373431083682918,calculated_from_M_and_R,Calculated Value,4.55,0.2,Pastel,2022A&A...663A...4S,0.12,0.04,Pastel,2022A&A...663A...4S,-0.6118866051898335,0.0225506336481302,update_TIC,Calculated Value,0.7539315645674839,0.0238059678724804,calc_from_L_and_Teff,Calculated Value,0.7678807973861694,0.0448104441165924,gaia_dr3_flame,2023A&A...674A...1G,0,6.152809143066406,4.777899265289307,gaia_dr3_flame,2023A&A...674A...1G,,9.873224,17.480967,6.104435815214498e+18,9.670141,19.992777,6.104435819513364e+18,0,0,,,,,,,1,HD 125595,HD125595,4691,4.17,0.32,HD125595,215.34661,-40.39395
TIC 383006458,216.19157348207,-63.70656591379,216.1890045235658,-63.70719926530917,383006458.0,5.853300216982679e+18,5.853300216982679e+18,70459.0,2MASS J14244597-6342237,9010-04742-1,,HD 125881,tic_near,-256.2043360035767,0.0105414558202028,-142.4748124572772,0.0161125380545854,GaiaDR3,2023A&A...674A...1G,,,,,7.85,,Simbad,,7.25,,Simbad,,,,,,,,,,6.18,0.019,TIC,2019AJ....158..138S,5.919,0.024,TIC,2019AJ....158..138S,5.855,0.016,TIC,2019AJ....158..138S,6.711,0.006,7.120772838592529,0.0027582725110663,gaia_dr3,2023A&A...674A...1G,7.406957626342773,0.0028031360564996,6.664271354675293,0.0037991690073753,27.611675770915717,0.0191644504666328,GaiaDR3,2023A&A...674A...1G,36.19137573242188,0.0256938934326171,bj2021,2021AJ....161..147B,0,G2V,1975MSS...C01....0H,1,6019.0,19.0,Pastel,2022A&A...663A...4S,4.378510153652214,0.0224589113343818,calculated_from_M_and_R,Calculated Value,4.44,0.05,Pastel,2022A&A...663A...4S,0.06,0.02,Pastel,2022A&A...663A...4S,0.1414312881309762,0.0135974890205964,update_TIC,Calculated Value,1.0822300837731895,0.018267823409476,calc_from_L_and_Teff,Calculated Value,1.0211316347122192,0.0400015413761138,gaia_dr3_flame,2023A&A...674A...1G,0,6.401506423950195,0.939632654190064,gaia_dr3_flame,2023A&A...674A...1G,,8.511555,16.072086,5.853300216917958e+18,4.275808,19.31732,5.853300216997834e+18,0,0,,,,,,,0,,HD125881,6036,4.49,1.1,HD125881,216.19157,-63.70657
TIC 111267568,30.68769080003,-40.95087264609,30.68873402743569,-40.95114830947831,111267568.0,4.9579856967472e+18,4.9579856967472e+18,9553.0,2MASS J02024503-4057031,7553-01022-1,,HD  12617,tic_near,177.41460911755968,0.0099089574068784,-62.09599957005672,0.0119645548984408,GaiaDR3,2023A&A...674A...1G,,,,,10.04,,Simbad,,9.0,,Simbad,,,,,,,,,,7.247,0.021,TIC,2019AJ....158..138S,6.772,0.034,TIC,2019AJ....158..138S,6.624,0.023,TIC,2019AJ....158..138S,8.089,0.006,8.713101387023926,0.0027628514812371,gaia_dr3,2023A&A...674A...1G,9.238157272338867,0.0028573076343695,8.035767555236816,0.0038043063543386,30.54487385908192,0.0130484886467456,GaiaDR3,2023A&A...674A...1G,32.72037887573242,0.0141525268554687,bj2021,2021AJ....161..147B,0,K3V,2006AJ....132..161G,1,4830.0,30.0,Pastel,2022A&A...663A...4S,4.540662045658127,0.0301370732324563,calculated_from_M_and_R,Calculated Value,4.53,0.06,Pastel,2022A&A...663A...4S,0.12,0.03,Pastel,2022A&A...663A...4S,-0.5180032948915764,0.0154167782605431,update_TIC,Calculated Value,0.786605060221268,0.0170413935637829,calc_from_L_and_Teff,Calculated Value,0.7836242914199829,0.0424751341342926,gaia_dr3_flame,2023A&A...674A...1G,0,8.86192798614502,3.358109712600708,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,0,,,,4.9579856967472e+18,36.1016,4.6269,0,,HD12617,4890,4.46,0.75,HD12617,30.68769,-40.95087
TIC 333459486,216.88738257686,-51.93308542237,216.88518256780665,-51.93290615534798,333459486.0,5.89864108715034e+18,5.89864108715034e+18,70695.0,2MASS J14273298-5155591,8290-00510-1,,HD 126525,tic_near,-305.2563538451251,0.0249685160815715,40.30593333059208,0.038459725677967,GaiaDR3,2023A&A...674A...1G,,,,,8.529,0.016,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.85,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.56,,Simbad 2009yCat.1315....0Z,2009yCat.1315....0Z,8.31,0.03,Simbad 2005yCat.2263....0D,2005yCat.2263....0D,6.634,0.021,TIC,2019AJ....158..138S,6.287,0.033,TIC,2019AJ....158..138S,6.215,0.023,TIC,2019AJ....158..138S,7.223,0.006,7.683691024780273,0.0027643859081309,gaia_dr3,2023A&A...674A...1G,8.01858901977539,0.0028195931762767,7.174174308776856,0.003824008423317,26.483381657657983,0.023810438811779,GaiaDR3,2023A&A...674A...1G,37.72679138183594,0.0346031188964843,bj2021,2021AJ....161..147B,0,G4V,2006AJ....132..161G,1,5663.0,17.0,Pastel,2022A&A...663A...4S,4.395327274483414,0.022620218726862,calculated_from_M_and_R,Calculated Value,4.44,0.04,Pastel,2022A&A...663A...4S,-0.07,0.02,Pastel,2022A&A...663A...4S,-0.0386112865406427,0.0103724930832515,update_TIC,Calculated Value,0.993696770380709,0.0132818492859461,calc_from_L_and_Teff,Calculated Value,0.8948853611946106,0.0400028228759765,gaia_dr3_flame,2023A&A...674A...1G,0,12.36911678314209,1.2637643814086923,gaia_dr3_flame,2023A&A...674A...1G,,5.657227,15.812974,5.898641052777181e+18,5.657227,15.812974,5.898641052777181e+18,0,0,,,,,,,1,HD 126525,HD126525,5638,4.37,0.9,HD126525,216.88738,-51.93309
TIC 346066575,217.05095371437,-16.11009711208,217.05085056896303,-16.11009796199577,346066575.0,6.298443615439036e+18,6.298443615439036e+18,70756.0,2MASS J14281222-1606364,6152-00151-1,,HD 126829,tic_near,-22.31709236715176,0.0217633806169033,-0.0111255687441067,0.0178855508565902,GaiaDR3,2023A&A...674A...1G,,,,,10.92,,Simbad,,9.81,,Simbad,,,,,,,,,,7.797,0.027,TIC,2019AJ....158..138S,7.286,0.042,TIC,2019AJ....158..138S,7.129,0.021,TIC,2019AJ....158..138S,8.738,0.006,9.42094612121582,0.0028033764010429,gaia_dr3,2023A&A...674A...1G,10.02858829498291,0.0032019921387795,8.681438446044922,0.0038881690071515,28.37798752714565,0.0201381165534257,GaiaDR3,2023A&A...674A...1G,35.19545364379883,0.0246772766113281,bj2021,2021AJ....161..147B,0,K4+Vk:,2006AJ....132..161G,1,4726.0,100.0,Pastel,2022A&A...663A...4S,4.673456130866636,0.0481574567641397,calculated_from_M_and_R,Calculated Value,4.51,0.21,Pastel,2022A&A...663A...4S,-0.14,0.06,Pastel,2022A&A...663A...4S,-0.7275644504891163,0.0194934426051265,update_TIC,Calculated Value,0.6454802893419488,0.0309196364632552,calc_from_L_and_Teff,Calculated Value,0.7163981795310974,0.0400000214576721,gaia_dr3_flame,2023A&A...674A...1G,0,12.05001163482666,2.084893226623535,gaia_dr3_flame,2023A&A...674A...1G,,9.824874,17.789902,6.298443615439414e+18,9.824874,17.789902,6.298443615439414e+18,0,0,,,,,,,0,,HD126829,4726,4.51,0.82,HD126829,217.05096,-16.1101
TIC 457609006,217.81708286175,-51.38243950115,217.8169751773507,-51.38291956225768,457609006.0,5.898774712172083e+18,5.898774712172083e+18,71001.0,2MASS J14311612-5122568,8290-01578-1,,HD 127124,tic_near,-12.094455020390726,0.1375024616718292,-108.04727267341693,0.1700559109449386,GaiaDR3,2023A&A...674A...1G,,,,,10.51,0.04,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,9.53,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.83,0.03,TIC,2019AJ....158..138S,7.395,0.04,TIC,2019AJ....158..138S,7.248,0.024,TIC,2019AJ....158..138S,8.668,0.006,9.276640892028809,0.0029170954573702,gaia_dr3,2023A&A...674A...1G,9.743487358093262,0.003141373298324,8.607585906982422,0.0038179173788973,20.84465311486858,0.1095953956246376,GaiaDR3,2023A&A...674A...1G,47.91407012939453,0.2369213104248047,bj2021,2021AJ....161..147B,0,K0V,1978MSS...C02....0H,1,4994.0,39.0,Pastel,2022A&A...663A...4S,4.530357020791988,0.0544325961603717,calculated_from_M_and_R,Calculated Value,4.43,0.14,Pastel,2022A&A...663A...4S,-0.04,0.06,Pastel,2022A&A...663A...4S,-0.4247224387372915,0.0142409380520976,update_TIC,Calculated Value,0.8192083106268412,0.0185502676100538,calc_from_L_and_Teff,Calculated Value,0.83,0.097,TIC,2019AJ....158..138S,0,,,,,,7.527162,18.701977,5.898774712174256e+18,7.241886,19.341337,5.898774712172083e+18,0,0,,,,,,,0,,HD127124,5079,4.43,0.82,HD127124,217.8171,-51.38244
TIC 23835175,218.83775346858,-11.74683074598,218.8365083497774,-11.746862832912631,23835175.0,6.324436998032482e+18,6.324436998032482e+18,71340.0,2MASS J14352108-1144485,5572-00129-1,,HD 128113,tic_near,-274.23344845077423,0.0188439767807722,-7.198922401677588,0.0149146299809217,GaiaDR3,2023A&A...674A...1G,,,,,10.37,0.05,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,9.51,0.03,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.919,0.026,TIC,2019AJ....158..138S,7.457,0.029,TIC,2019AJ....158..138S,7.341,0.026,TIC,2019AJ....158..138S,8.7,0.006,9.280817031860352,0.0027593191112147,gaia_dr3,2023A&A...674A...1G,9.75401210784912,0.0028209966310962,8.642762184143066,0.0037891708041835,22.12187986454725,0.0164445955306291,GaiaDR3,2023A&A...674A...1G,45.12785339355469,0.0357532501220703,bj2021,2021AJ....161..147B,0,K2V,1999MSS...C05....0H,1,4922.0,76.0,Pastel,2022A&A...663A...4S,4.526221212688254,0.0372994489056739,calculated_from_M_and_R,Calculated Value,4.28,0.13,Pastel,2022A&A...663A...4S,-0.17,0.06,Pastel,2022A&A...663A...4S,-0.4775063870779195,0.0128081881703676,update_TIC,Calculated Value,0.7936266309244728,0.0271592726791333,calc_from_L_and_Teff,Calculated Value,0.7715890407562256,0.0400316715240478,gaia_dr3_flame,2023A&A...674A...1G,0,,,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD128113,4922,4.28,0.35,HD128113,218.83776,-11.74684
TIC 186579346,220.11775872626,-57.02955588076,220.12098341098692,-57.03096208719124,186579346.0,5.891531404470142e+18,5.891531404470142e+18,71735.0,2MASS J14402824-5701464,8688-00686-1,WDS J14405-5702A,HD 128674,tic_near,394.74986986542166,0.0198611114174127,-316.25203819532976,0.0308579094707965,GaiaDR3,2023A&A...674A...1G,,,,,8.06,,Simbad,,7.38,,Simbad,,,,,,,,,,6.14,0.024,TIC,2019AJ....158..138S,5.8,0.033,TIC,2019AJ....158..138S,5.699,0.021,TIC,2019AJ....158..138S,6.751,0.006,7.21771240234375,0.0027607097088017,gaia_dr3,2023A&A...674A...1G,7.555253505706787,0.002815458266392,6.702140331268311,0.0038238160030214,38.99804407628826,0.0228452943265438,GaiaDR3,2023A&A...674A...1G,25.62660026550293,0.0150957107543945,bj2021,2021AJ....161..147B,0,G7V,2006AJ....132..161G,1,5570.0,18.0,Pastel,2022A&A...663A...4S,4.5289218744542,0.0220238624297285,calculated_from_M_and_R,Calculated Value,4.49,0.04,Pastel,2022A&A...663A...4S,-0.37,0.02,Pastel,2022A&A...663A...4S,-0.1844819338968773,0.0101902590628732,update_TIC,Calculated Value,0.8683629543807644,0.0116312672387508,calc_from_L_and_Teff,Calculated Value,0.9295158982276917,0.0400236248970031,gaia_dr3_flame,2023A&A...674A...1G,0,4.746450424194336,1.2538719177246094,gaia_dr3_flame,2023A&A...674A...1G,,8.115922,19.046713,5.891531404472045e+18,5.667882,20.336746,5.891531404486063e+18,1,1,A,484.7,3.69,5.891544873500692e+18,484.7154,3.2387,0,,HD128674,5551,4.5,0.71,HD128674,220.11776,-57.02956
TIC 451366293,221.29057844515,-49.91627737239,221.2859873042985,-49.91801264819215,451366293.0,5.904539176758764e+18,5.904539176758764e+18,72119.0,2MASS J14450971-4954587,8287-01805-1,WDS J14452-4955A,HD 129642,tic_near,-665.2116578029803,0.0240080207586288,-390.3202405363452,0.0267466381192207,GaiaDR3,2023A&A...674A...1G,,,,,9.597,0.43,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.07,0.3,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,8.862,0.08,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,6.717,0.019,TIC,2019AJ....158..138S,6.264,0.027,TIC,2019AJ....158..138S,6.152,0.026,TIC,2019AJ....158..138S,7.529,0.006,8.120680809020996,0.0027605686081337,gaia_dr3,2023A&A...674A...1G,8.602420806884766,0.0028131065066279,7.474068641662598,0.0038071938300342,36.57337077566114,0.0238277185708284,GaiaDR3,2023A&A...674A...1G,27.32563018798828,0.017374038696289,bj2021,2021AJ....161..147B,0,K2+V,2006AJ....132..161G,1,4960.0,28.0,Pastel,2022A&A...663A...4S,4.543728195228306,0.0513218089576302,calculated_from_M_and_R,Calculated Value,4.48,0.06,Pastel,2022A&A...663A...4S,-0.06,0.03,Pastel,2022A&A...663A...4S,-0.4563648211350443,0.0145439629904262,calc_from_gaia,Calculated Value,0.8007683163937996,0.0161716514232558,calc_from_L_and_Teff,Calculated Value,0.8178512664303351,0.0908273040670524,TIC_teff_mass_relation,Calculated Value,0,,,,,,5.433015,14.564449,5.904539176758765e+18,5.109408,18.243999,5.904539108029274e+18,1,1,A,5.4,6.4,5.904539176758765e+18,5.433,6.456,0,,HD129642,5026,4.49,0.69,HD129642,221.29059,-49.91628
TIC 189694184,221.88636068024,-0.28147386977,221.8857793878872,-0.2820977030913268,189694184.0,3.6507188042817987e+18,3.6507188042817987e+18,72339.0,2MASS J14473273-0016533,4986-00302-1,,HD 130322,tic_near,-130.47642478876284,0.0250738803297281,-140.24586381615617,0.025011071935296,GaiaDR3,2023A&A...674A...1G,,,,,8.82,,Simbad 2006ApJ...646..505B,2006ApJ...646..505B,8.04,,Simbad 2006ApJ...646..505B,2006ApJ...646..505B,,,,,,,,,6.712,0.023,TIC,2019AJ....158..138S,6.315,0.027,TIC,2019AJ....158..138S,6.234,0.023,TIC,2019AJ....158..138S,7.34,0.006,7.848614692687988,0.0027656196902098,gaia_dr3,2023A&A...674A...1G,8.234375,0.0028860945464921,7.291907787322998,0.0037960393568495,31.335615996995852,0.0262148454785347,GaiaDR3,2023A&A...674A...1G,31.87460327148437,0.0276031494140625,bj2021,2021AJ....161..147B,0,K0V,1999MSS...C05....0H,1,5384.0,11.0,Pastel,2022A&A...663A...4S,4.493337264543238,0.0225566261842268,calculated_from_M_and_R,Calculated Value,4.45,0.03,Pastel,2022A&A...663A...4S,0.03,0.01,Pastel,2022A&A...663A...4S,-0.2393003000194544,0.009550729693327,update_TIC,Calculated Value,0.8725541579800595,0.0102353965718957,calc_from_L_and_Teff,Calculated Value,0.8646780252456665,0.0400674045085907,gaia_dr3_flame,2023A&A...674A...1G,0,9.657899856567385,1.5775070190429696,gaia_dr3_flame,2023A&A...674A...1G,,8.313338,19.41143,3.6507188042818816e+18,8.313338,19.41143,3.6507188042818816e+18,0,0,,,,,,,1,HD 130322,HD130322,5365,4.37,0.9,HD130322,221.88635,-0.28148
TIC 273984891,30.19671334611,-80.53271294528,30.19488454636557,-80.53334336787641,273984891.0,4.632033344389469e+18,4.632033344389469e+18,9400.0,2MASS J02004721-8031578,9357-01002-1,,HD  13060,tic_near,-67.53657923677162,0.0154755627736449,-141.8406367389798,0.0157503690570592,GaiaDR3,2023A&A...674A...1G,,,,,9.72,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.93,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.431,0.023,TIC,2019AJ....158..138S,7.077,0.038,TIC,2019AJ....158..138S,6.984,0.023,TIC,2019AJ....158..138S,8.177,0.006,8.707866668701172,0.0027605367732576,gaia_dr3,2023A&A...674A...1G,9.12368106842041,0.002820785152208,8.123762130737305,0.0037891598488829,22.67903971264145,0.0122974524274468,GaiaDR3,2023A&A...674A...1G,44.0745849609375,0.0261306762695276,bj2021,2021AJ....161..147B,0,K1V,1975MSS...C01....0H,1,5259.0,21.0,Pastel,2022A&A...663A...4S,4.526662590444585,0.053303197827122,calculated_from_M_and_R,Calculated Value,4.43,0.07,Pastel,2022A&A...663A...4S,0.05,0.03,Pastel,2022A&A...663A...4S,-0.2960450601341232,0.0112768164055153,update_TIC,Calculated Value,0.8566901492585255,0.0130581951920635,calc_from_L_and_Teff,Calculated Value,0.9,0.107,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,0,,,,,,,0,,HD13060,5255,4.34,0.82,HD13060,30.19672,-80.53271
TIC 455350410,223.07390013335,-43.8181921964,223.07335324839852,-43.81901616236953,455350410.0,6.10027794757633e+18,6.10027794757633e+18,72742.0,2MASS J14521773-4349053,7832-00701-1,,HD 130930,tic_near,-88.91149721167841,0.0199594367295503,-185.23353461612516,0.0210419446229934,GaiaDR3,2023A&A...674A...1G,,,,,9.65,,Simbad,,8.71,,Simbad,,,,,,,,,,7.038,0.026,TIC,2019AJ....158..138S,6.598,0.023,TIC,2019AJ....158..138S,6.514,0.027,TIC,2019AJ....158..138S,7.859,0.006,8.44236946105957,0.0027578265517648,gaia_dr3,2023A&A...674A...1G,8.91392993927002,0.002813998997722,7.806387901306152,0.0037870190061816,30.13966463328433,0.020506102591753,GaiaDR3,2023A&A...674A...1G,33.14936065673828,0.0227012634277343,bj2021,2021AJ....161..147B,0,K2V,2006AJ....132..161G,1,5005.0,20.0,Pastel,2022A&A...663A...4S,4.525569668539484,0.0517630573302772,calculated_from_M_and_R,Calculated Value,4.48,0.06,Pastel,2022A&A...663A...4S,0.02,0.03,Pastel,2022A&A...663A...4S,-0.4161129112847537,0.0103926502986151,update_TIC,Calculated Value,0.8237359602819712,0.0118524400984916,calc_from_L_and_Teff,Calculated Value,0.83,0.096,TIC,2019AJ....158..138S,0,,,,,,6.319684,18.553736,6.100277947579242e+18,6.319684,18.553736,6.100277947579242e+18,0,0,,,,,,,0,,HD130930,5027,4.45,0.5,HD130930,223.0739,-43.8182
TIC 129383,222.91860470308,-24.30413228467,222.9139983862148,-24.30605070904718,129383.0,6.229442835525861e+18,6.229442835525861e+18,72688.0,2MASS J14514057-2418142,6747-01787-1,,HD 130992,tic_near,-944.6228532369732,0.0282937157899141,-431.6243200406631,0.0299707632511854,GaiaDR3,2023A&A...674A...1G,9.695,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,8.825,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.805,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.216,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.724,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.99,0.018,TIC,2019AJ....158..138S,5.493,0.021,TIC,2019AJ....158..138S,5.385,0.026,TIC,2019AJ....158..138S,6.853,0.006,7.489461421966553,0.0027627969488533,gaia_dr3,2023A&A...674A...1G,8.022768020629883,0.0028774788633665,6.801604747772217,0.0038129929079656,59.63878921662309,0.0275287646800279,GaiaDR3,2023A&A...674A...1G,16.760194778442383,0.006631851196289,bj2021,2021AJ....161..147B,0,K3.5V,2006AJ....132..161G,1,4805.0,16.0,Pastel,2022A&A...663A...4S,4.606841706501424,0.0293883382393075,calculated_from_M_and_R,Calculated Value,4.58,0.04,Pastel,2022A&A...663A...4S,-0.07,0.02,Pastel,2022A&A...663A...4S,-0.6018022275664044,0.0137498822327765,update_TIC,Calculated Value,0.7217133637128215,0.0123946833624728,calc_from_L_and_Teff,Calculated Value,0.7682517766952515,0.0447919964790344,gaia_dr3_flame,2023A&A...674A...1G,0,6.8522114753723145,4.426599025726318,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD130992,4898,4.54,0.71,HD130992,222.9186,-24.30413
TIC 260139862,224.53961938261,-68.59076004081,224.5374852567385,-68.59095815616253,260139862.0,5.800160441999826e+18,5.800160441999826e+18,73244.0,2MASS J14580951-6835268,9258-02299-1,,HD 131565,tic_near,-175.3002930257329,0.0105877965688705,-44.55679573887079,0.0179903283715248,GaiaDR3,2023A&A...674A...1G,,,,,9.3,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.61,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.405,0.019,TIC,2019AJ....158..138S,7.073,0.023,TIC,2019AJ....158..138S,6.997,0.02,TIC,2019AJ....158..138S,7.999,0.006,8.458234786987305,0.0027588531675946,gaia_dr3,2023A&A...674A...1G,8.79526424407959,0.0028034922362124,7.946340084075928,0.0037888499646267,21.340847647778062,0.01679696328938,GaiaDR3,2023A&A...674A...1G,46.83212661743164,0.0343093872070312,bj2021,2021AJ....161..147B,0,G5V,1975MSS...C01....0H,1,5709.0,51.0,Pastel,2022A&A...663A...4S,4.569320645296397,0.0259947597441138,calculated_from_M_and_R,Calculated Value,4.47,0.11,Pastel,2022A&A...663A...4S,-0.16,0.05,Pastel,2022A&A...663A...4S,-0.1644739358986504,0.0105077708463498,update_TIC,Calculated Value,0.8458543573454936,0.0182509169378907,calc_from_L_and_Teff,Calculated Value,0.967930555343628,0.0401473939418793,gaia_dr3_flame,2023A&A...674A...1G,0,1.8680641651153564,1.1386855244636531,gaia_dr3_flame,2023A&A...674A...1G,,6.433455,15.864898,5.800160442000287e+18,5.047885,19.589989,5.800160442003042e+18,0,0,,,,,,,0,,HD131565,5612,4.47,0.72,HD131565,224.53961,-68.59076
TIC 7144533,4.31886301826,-43.85273321887,4.321304860109381,-43.85280145912227,7144533.0,4.991747403868418e+18,4.991747403868418e+18,1382.0,2MASS J00171653-4351097,7530-00353-1,,HD   1320,tic_near,396.3186641356658,0.0202518552541732,-15.584242400424667,0.0230994541198015,GaiaDR3,2023A&A...674A...1G,,,,,8.63,,Simbad,,7.98,,Simbad,,,,,,,,,,6.766,0.019,TIC,2019AJ....158..138S,6.48,0.026,TIC,2019AJ....158..138S,6.384,0.026,TIC,2019AJ....158..138S,7.355,0.006,7.802247524261475,0.0027626769044394,gaia_dr3,2023A&A...674A...1G,8.123662948608398,0.0028094636339869,7.304738998413086,0.0037979949648989,27.594808478155528,0.0216138828545808,GaiaDR3,2023A&A...674A...1G,36.20973205566406,0.0267009735107421,bj2021,2021AJ....161..147B,0,G2V,2006AJ....132..161G,1,5727.0,23.0,Pastel,2022A&A...663A...4S,4.538457086830142,0.0218913507085593,calculated_from_M_and_R,Calculated Value,4.51,0.05,Pastel,2022A&A...663A...4S,-0.25,0.03,Pastel,2022A&A...663A...4S,-0.1234407915361166,0.0107255773532911,update_TIC,Calculated Value,0.8812068873314939,0.0129808396801594,calc_from_L_and_Teff,Calculated Value,0.9784648418426514,0.0400197505950927,gaia_dr3_flame,2023A&A...674A...1G,0,2.545745849609375,1.0745713114738464,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD1320,5679,4.49,0.85,HD1320,4.31886,-43.85273
TIC 287289768,224.909354433,-19.6405872563,224.90882160079863,-19.64105670655096,287289768.0,6.232978005927127e+18,6.232978005927127e+18,73370.0,2MASS J14593825-1938259,6176-01188-1,,HD 132411,tic_near,-112.99891570614555,0.017764339223504,-105.57536009448772,0.015626773238182,GaiaDR3,2023A&A...674A...1G,,,,,11.1,,Simbad,,10.07,,Simbad,,,,,,,,,,8.109,0.021,TIC,2019AJ....158..138S,7.575,0.055,TIC,2019AJ....158..138S,7.437,0.017,TIC,2019AJ....158..138S,9.06,0.006,9.728225708007812,0.0027621552462768,gaia_dr3,2023A&A...674A...1G,10.319107055664062,0.0029104166166015,8.99946403503418,0.003788100157159,24.91788665742019,0.0169500093907117,GaiaDR3,2023A&A...674A...1G,40.06879425048828,0.0272350311279296,bj2021,2021AJ....161..147B,0,K3V,1988MSS...C04....0H,1,4673.0,94.0,Pastel,2022A&A...663A...4S,4.671788710131224,0.0668710509588233,calculated_from_M_and_R,Calculated Value,4.32,0.2,Pastel,2022A&A...663A...4S,-0.29,0.09,Pastel,2022A&A...663A...4S,-0.7314115286856882,0.0199594763446971,update_TIC,Calculated Value,0.6572874172303019,0.0304529571940938,calc_from_L_and_Teff,Calculated Value,0.74,0.091,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,0,,,,,,,0,,HD132411,4673,4.32,0.31,HD132411,224.90935,-19.64059
